"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.4,0.054,1.63,-1.01353345170239
2.4,0.054,1.632,-0.980383588780069
2.4,0.054,1.634,-0.948395136840992
2.4,0.054,1.636,-0.917554423021682
2.4,0.054,1.638,-0.88786475483649
2.4,0.054,1.64,-0.859352238872824
2.4,0.054,1.642,-0.832074356652574
2.4,0.054,1.644,-0.806132758162092
2.4,0.054,1.646,-0.781692632211033
2.4,0.054,1.648,-0.75901254970118
2.4,0.054,1.65,-0.738491372500279
2.4,0.054,1.652,-0.720743685869755
2.4,0.054,1.654,-0.706724260878492
2.4,0.054,1.656,-0.697939443130666
2.4,0.054,1.658,-0.696817975065095
2.4,0.054,1.66,-0.707385185531494
2.4,0.054,1.662,-0.736537130625464
2.4,0.054,1.664,-0.796546609833174
2.4,0.054,1.666,-0.910172015971141
2.4,0.054,1.668,-1.12124882898467
2.4,0.054,1.67,-1.51555897167271
2.4,0.054,1.672,-2.24966057304194
2.4,0.054,1.674,-3.50232374446922
2.4,0.054,1.676,-4.9460172516666
2.4,0.054,1.678,-5.17477071647593
2.4,0.054,1.68,-4.18383751630512
2.4,0.054,1.682,-3.17966765258459
2.4,0.054,1.684,-2.47975126847489
2.4,0.054,1.686,-2.01597306734158
2.4,0.054,1.688,-1.70131624415306
2.4,0.054,1.69,-1.47934469711302
2.4,0.054,1.692,-1.31657750711611
2.4,0.054,1.694,-1.19304756980178
2.4,0.054,1.696,-1.09649756836789
2.4,0.054,1.698,-1.01914547316632
2.4,0.054,1.7,-0.95588885573384
2.4,0.054,1.702,-0.903285780986763
2.4,0.054,1.704,-0.858959701643017
2.4,0.054,1.706,-0.821242367208395
2.4,0.054,1.708,-0.7889551674252
2.4,0.054,1.71,-0.761274652282681
2.4,0.054,1.712,-0.737652610827648
2.4,0.054,1.714,-0.717775434669975
2.4,0.054,1.716,-0.701557048182264
2.4,0.054,1.718,-0.689167725801483
2.4,0.054,1.72,-0.681109834445922
2.4,0.054,1.722,-0.678361515822289
2.4,0.054,1.724,-0.68261334423183
2.4,0.054,1.726,-0.696576006312982
2.4,0.054,1.728,-0.72403344452683
2.4,0.054,1.73,-0.768034738929354
2.4,0.054,1.732,-0.822439648425672
2.4,0.054,1.734,-0.85578647850886
2.4,0.054,1.736,-0.826630441255864
2.4,0.054,1.738,-0.747708194616651
2.4,0.054,1.74,-0.666609082529338
2.4,0.054,1.742,-0.604773789328099
2.4,0.054,1.744,-0.561364406604235
2.4,0.054,1.746,-0.530785162388237
2.4,0.054,1.748,-0.508527459425015
2.4,0.054,1.75,-0.491690381698669
2.4,0.054,1.752,-0.478497286333586
2.4,0.054,1.754,-0.467857791522088
2.4,0.054,1.756,-0.459089934942778
2.4,0.054,1.758,-0.451757397255737
2.4,0.054,1.76,-0.445575235914175
2.4,0.054,1.762,-0.440354669997739
2.4,0.054,1.764,-0.435970124136025
2.4,0.054,1.766,-0.43233917649017
2.4,0.054,1.768,-0.429410174492147
2.4,0.054,1.77,-0.427154544553859
2.4,0.054,1.772,-0.425562079533715
2.4,0.054,1.774,-0.424638202255039
2.4,0.054,1.776,-0.42440262139633
2.4,0.054,1.778,-0.424889051162675
2.4,0.054,1.78,-0.426145831635053
2.4,0.054,1.782,-0.428237404774058
2.4,0.054,1.784,-0.4312466978063
2.4,0.054,1.786,-0.435278559333766
2.4,0.054,1.788,-0.440464499446931
2.4,0.054,1.79,-0.446969119892743
2.4,0.054,1.792,-0.454998805153849
2.4,0.054,1.794,-0.464813510734477
2.4,0.054,1.796,-0.476742878083273
2.4,0.054,1.798,-0.491208501547797
2.4,0.054,1.8,-0.508755094624494
2.4,0.054,1.802,-0.530094756481773
2.4,0.054,1.804,-0.556170876691876
2.4,0.054,1.806,-0.588252047140025
2.4,0.054,1.808,-0.62807275534027
2.4,0.054,1.81,-0.678048550179567
2.4,0.054,1.812,-0.741612300974652
2.4,0.054,1.814,-0.82375140227646
2.4,0.054,1.816,-0.931884164008696
2.4,0.054,1.818,-1.07731349998063
2.4,0.054,1.82,-1.27764986792516
2.4,0.054,1.822,-1.56074472911748
2.4,0.054,1.824,-1.97034453721311
2.4,0.054,1.826,-2.5703849892048
2.4,0.054,1.828,-3.42799451020792
2.4,0.054,1.83,-4.49592726373754
2.4,0.054,1.832,-5.28817074332768
2.4,0.054,1.834,-5.01895050286963
2.4,0.054,1.836,-3.93653540416757
2.4,0.054,1.838,-2.85981026662551
2.4,0.054,1.84,-2.07527379022792
2.4,0.054,1.842,-1.54930124374123
2.4,0.054,1.844,-1.19904090820523
2.4,0.054,1.846,-0.961278593826009
2.4,0.054,1.848,-0.795519875047469
2.4,0.054,1.85,-0.676759489374332
2.4,0.054,1.852,-0.589473789621917
2.4,0.054,1.854,-0.523830672736232
2.4,0.054,1.856,-0.473447588052814
2.4,0.054,1.858,-0.43407553775872
2.4,0.054,1.86,-0.402816806363403
2.4,0.054,1.862,-0.37765039845485
2.4,0.054,1.864,-0.357137487110311
2.4,0.054,1.866,-0.340234321112828
2.4,0.054,1.868,-0.32617071135933
2.4,0.054,1.87,-0.314369434152098
2.4,0.054,1.872,-0.30439171560459
2.4,0.054,1.874,-0.295899680979846
2.4,0.054,1.876,-0.288630051028594
2.4,0.054,1.878,-0.28237542809091
2.4,0.054,1.88,-0.276970789268761
2.4,0.054,1.882,-0.272283607285078
2.4,0.054,1.884,-0.268206535059077
2.4,0.054,1.886,-0.264651926328854
2.4,0.054,1.888,-0.261547687576632
2.4,0.054,1.89,-0.258834106489228
2.4,0.054,1.892,-0.256461404499871
2.4,0.054,1.894,-0.254387831672666
2.4,0.054,1.896,-0.252578171670093
2.4,0.054,1.898,-0.251002559565568
2.4,0.054,1.9,-0.249635540322532
2.4,0.054,1.902,-0.248455313876648
2.4,0.054,1.904,-0.247443125980138
2.4,0.054,1.906,-0.246582773706855
2.4,0.054,1.908,-0.245860201752557
2.4,0.054,1.91,-0.245263171085215
2.4,0.054,1.912,-0.244780985591832
2.4,0.054,1.914,-0.244404265479573
2.4,0.054,1.916,-0.244124758571514
2.4,0.054,1.918,-0.243935182474247
2.4,0.054,1.92,-0.243829092019097
2.4,0.054,1.922,-0.243800767490885
2.4,0.054,1.924,-0.243845120030862
2.4,0.054,1.926,-0.243957611289444
2.4,0.054,1.928,-0.244134184950895
2.4,0.054,1.93,-0.244371208188047
2.4,0.054,1.932,-0.244665421454326
2.4,0.054,1.934,-0.245013895301557
2.4,0.054,1.936,-0.245413993139301
2.4,0.054,1.938,-0.245863339036105
2.4,0.054,1.94,-0.246359789813557
2.4,0.054,1.942,-0.24690141080724
2.4,0.054,1.944,-0.247486454769877
2.4,0.054,1.946,-0.248113343475621
2.4,0.054,1.948,-0.248780651653315
2.4,0.054,1.95,-0.249487092934261
2.4,0.054,1.952,-0.250231507547526
2.4,0.054,1.954,-0.251012851536158
2.4,0.054,1.956,-0.251830187301019
2.4,0.054,1.958,-0.252682675307208
2.4,0.054,1.96,-0.253569566812004
2.4,0.054,1.962,-0.254490197493258
2.4,0.054,1.964,-0.255443981874415
2.4,0.054,1.966,-0.256430408456901
2.4,0.054,1.968,-0.257449035483131
2.4,0.054,1.97,-0.258499487263982
2.4,0.054,1.972,-0.259581451013932
2.4,0.054,1.974,-0.260694674144777
2.4,0.054,1.976,-0.261838961976022
2.4,0.054,1.978,-0.263014175825662
2.4,0.054,1.98,-0.264220231450669
2.4,0.054,1.982,-0.265457097810691
2.4,0.054,1.984,-0.266724796132866
2.4,0.054,1.986,-0.268023399258974
2.4,0.054,1.988,-0.269353031259515
2.4,0.054,1.99,-0.270713867302021
2.4,0.054,1.992,-0.272106133763667
2.4,0.054,1.994,-0.273530108580474
2.4,0.054,1.996,-0.274986121827684
2.4,0.054,1.998,-0.276474556527848
2.4,0.054,2,-0.277995849685096
2.4,0.06,0.9,-0.275051113590454
2.4,0.06,0.902,-0.277133733249938
2.4,0.06,0.904,-0.279237410818683
2.4,0.06,0.906,-0.281362429292822
2.4,0.06,0.908,-0.283509076718004
2.4,0.06,0.91,-0.285677646303492
2.4,0.06,0.912,-0.287868436539518
2.4,0.06,0.914,-0.29008175131776
2.4,0.06,0.916,-0.29231790005516
2.4,0.06,0.918,-0.294577197821222
2.4,0.06,0.92,-0.296859965468799
2.4,0.06,0.922,-0.299166529768554
2.4,0.06,0.924,-0.301497223547214
2.4,0.06,0.926,-0.303852385829755
2.4,0.06,0.928,-0.306232361985522
2.4,0.06,0.93,-0.308637503878623
2.4,0.06,0.932,-0.311068170022584
2.4,0.06,0.934,-0.313524725739442
2.4,0.06,0.936,-0.31600754332347
2.4,0.06,0.938,-0.318517002209638
2.4,0.06,0.94,-0.321053489146987
2.4,0.06,0.942,-0.323617398377125
2.4,0.06,0.944,-0.326209131817952
2.4,0.06,0.946,-0.328829099252843
2.4,0.06,0.948,-0.331477718525461
2.4,0.06,0.95,-0.334155415740414
2.4,0.06,0.952,-0.336862625469906
2.4,0.06,0.954,-0.339599790966707
2.4,0.06,0.956,-0.342367364383538
2.4,0.06,0.958,-0.345165806999164
2.4,0.06,0.96,-0.347995589451438
2.4,0.06,0.962,-0.350857191977548
2.4,0.06,0.964,-0.353751104661677
2.4,0.06,0.966,-0.356677827690439
2.4,0.06,0.968,-0.359637871616275
2.4,0.06,0.97,-0.362631757629161
2.4,0.06,0.972,-0.36566001783694
2.4,0.06,0.974,-0.368723195554559
2.4,0.06,0.976,-0.371821845602592
2.4,0.06,0.978,-0.374956534615314
2.4,0.06,0.98,-0.378127841358864
2.4,0.06,0.982,-0.381336357059599
2.4,0.06,0.984,-0.384582685743351
2.4,0.06,0.986,-0.387867444585732
2.4,0.06,0.988,-0.391191264274096
2.4,0.06,0.99,-0.394554789381501
2.4,0.06,0.992,-0.397958678753225
2.4,0.06,0.994,-0.401403605906251
2.4,0.06,0.996,-0.404890259442272
2.4,0.06,0.998,-0.408419343474783
2.4,0.06,1,-0.41199157807079
2.4,0.06,1.002,-0.41560769970766
2.4,0.06,1.004,-0.419268461745918
2.4,0.06,1.006,-0.42297463491835
2.4,0.06,1.008,-0.426727007836406
2.4,0.06,1.01,-0.43052638751436
2.4,0.06,1.012,-0.434373599912046
2.4,0.06,1.014,-0.438269490497029
2.4,0.06,1.016,-0.442214924826884
2.4,0.06,1.018,-0.44621078915254
2.4,0.06,1.02,-0.450257991043507
2.4,0.06,1.022,-0.454357460036023
2.4,0.06,1.024,-0.458510148304944
2.4,0.06,1.026,-0.462717031360615
2.4,0.06,1.028,-0.466979108771586
2.4,0.06,1.03,-0.471297404914527
2.4,0.06,1.032,-0.475672969752333
2.4,0.06,1.034,-0.480106879641811
2.4,0.06,1.036,-0.484600238172281
2.4,0.06,1.038,-0.489154177036308
2.4,0.06,1.04,-0.493769856934262
2.4,0.06,1.042,-0.498448468514021
2.4,0.06,1.044,-0.503191233347654
2.4,0.06,1.046,-0.507999404946538
2.4,0.06,1.048,-0.512874269816929
2.4,0.06,1.05,-0.517817148557717
2.4,0.06,1.052,-0.522829397002485
2.4,0.06,1.054,-0.527912407407808
2.4,0.06,1.056,-0.533067609690192
2.4,0.06,1.058,-0.53829647271385
2.4,0.06,1.06,-0.543600505631833
2.4,0.06,1.062,-0.548981259283108
2.4,0.06,1.064,-0.554440327648357
2.4,0.06,1.066,-0.559979349367347
2.4,0.06,1.068,-0.565600009321026
2.4,0.06,1.07,-0.571304040281502
2.4,0.06,1.072,-0.577093224633366
2.4,0.06,1.074,-0.582969396170061
2.4,0.06,1.076,-0.588934441969045
2.4,0.06,1.078,-0.594990304349875
2.4,0.06,1.08,-0.601138982919582
2.4,0.06,1.082,-0.60738253670975
2.4,0.06,1.084,-0.613723086410348
2.4,0.06,1.086,-0.620162816705388
2.4,0.06,1.088,-0.626703978715788
2.4,0.06,1.09,-0.633348892555395
2.4,0.06,1.092,-0.64009995000625
2.4,0.06,1.094,-0.646959617319624
2.4,0.06,1.096,-0.653930438149909
2.4,0.06,1.098,-0.661015036628618
2.4,0.06,1.1,-0.668216120586543
2.4,0.06,1.102,-0.675536484932368
2.4,0.06,1.104,-0.682979015196702
2.4,0.06,1.106,-0.690546691251156
2.4,0.06,1.108,-0.698242591212513
2.4,0.06,1.11,-0.70606989554296
2.4,0.06,1.112,-0.714031891357909
2.4,0.06,1.114,-0.722131976953804
2.4,0.06,1.116,-0.730373666569141
2.4,0.06,1.118,-0.738760595392864
2.4,0.06,1.12,-0.747296524835236
2.4,0.06,1.122,-0.755985348077414
2.4,0.06,1.124,-0.764831095917111
2.4,0.06,1.126,-0.773837942928814
2.4,0.06,1.128,-0.783010213958607
2.4,0.06,1.13,-0.792352390975043
2.4,0.06,1.132,-0.801869120298803
2.4,0.06,1.134,-0.811565220236067
2.4,0.06,1.136,-0.821445689141979
2.4,0.06,1.138,-0.831515713942702
2.4,0.06,1.14,-0.841780679146876
2.4,0.06,1.142,-0.852246176379387
2.4,0.06,1.144,-0.862918014473262
2.4,0.06,1.146,-0.87380223015788
2.4,0.06,1.148,-0.884905099385204
2.4,0.06,1.15,-0.896233149338592
2.4,0.06,1.1502,-0.89737859837543
2.4,0.06,1.1504,-0.898526373842547
2.4,0.06,1.1506,-0.899676482708152
2.4,0.06,1.1508,-0.900828931968464
2.4,0.06,1.151,-0.901983728647838
2.4,0.06,1.1512,-0.90314087979896
2.4,0.06,1.1514,-0.904300392502925
2.4,0.06,1.1516,-0.905462273869445
2.4,0.06,1.1518,-0.906626531036944
2.4,0.06,1.152,-0.907793171172728
2.4,0.06,1.1522,-0.908962201473128
2.4,0.06,1.1524,-0.910133629163644
2.4,0.06,1.1526,-0.911307461499105
2.4,0.06,1.1528,-0.912483705763785
2.4,0.06,1.153,-0.913662369271607
2.4,0.06,1.1532,-0.91484345936623
2.4,0.06,1.1534,-0.916026983421277
2.4,0.06,1.1536,-0.917212948840405
2.4,0.06,1.1538,-0.918401363057516
2.4,0.06,1.154,-0.919592233536907
2.4,0.06,1.1542,-0.920785567773402
2.4,0.06,1.1544,-0.921981373292528
2.4,0.06,1.1546,-0.923179657650653
2.4,0.06,1.1548,-0.924380428435164
2.4,0.06,1.155,-0.925583693264643
2.4,0.06,1.1552,-0.926789459788964
2.4,0.06,1.1554,-0.927997735689529
2.4,0.06,1.1556,-0.92920852867938
2.4,0.06,1.1558,-0.930421846503389
2.4,0.06,1.156,-0.931637696938407
2.4,0.06,1.1562,-0.932856087793448
2.4,0.06,1.1564,-0.934077026909821
2.4,0.06,1.1566,-0.935300522161362
2.4,0.06,1.1568,-0.936526581454514
2.4,0.06,1.157,-0.937755212728581
2.4,0.06,1.1572,-0.93898642395584
2.4,0.06,1.1574,-0.940220223141759
2.4,0.06,1.1576,-0.94145661832511
2.4,0.06,1.1578,-0.942695617578238
2.4,0.06,1.158,-0.943937229007116
2.4,0.06,1.1582,-0.945181460751625
2.4,0.06,1.1584,-0.946428320985669
2.4,0.06,1.1586,-0.947677817917391
2.4,0.06,1.1588,-0.948929959789324
2.4,0.06,1.159,-0.950184754878594
2.4,0.06,1.1592,-0.951442211497091
2.4,0.06,1.1594,-0.952702337991639
2.4,0.06,1.1596,-0.953965142744222
2.4,0.06,1.1598,-0.955230634172113
2.4,0.06,1.16,-0.95649882072811
2.4,0.06,1.1602,-0.957769710900697
2.4,0.06,1.1604,-0.959043313214248
2.4,0.06,1.1606,-0.960319636229189
2.4,0.06,1.1608,-0.961598688542247
2.4,0.06,1.161,-0.962880478786555
2.4,0.06,1.1612,-0.96416501563194
2.4,0.06,1.1614,-0.965452307785053
2.4,0.06,1.1616,-0.966742363989587
2.4,0.06,1.1618,-0.968035193026477
2.4,0.06,1.162,-0.969330803714111
2.4,0.06,1.1622,-0.970629204908487
2.4,0.06,1.1624,-0.971930405503467
2.4,0.06,1.1626,-0.973234414430937
2.4,0.06,1.1628,-0.974541240661051
2.4,0.06,1.163,-0.9758508932024
2.4,0.06,1.1632,-0.977163381102232
2.4,0.06,1.1634,-0.978478713446669
2.4,0.06,1.1636,-0.979796899360902
2.4,0.06,1.1638,-0.981117948009432
2.4,0.06,1.164,-0.982441868596227
2.4,0.06,1.1642,-0.983768670364972
2.4,0.06,1.1644,-0.985098362599305
2.4,0.06,1.1646,-0.986430954622981
2.4,0.06,1.1648,-0.987766455800126
2.4,0.06,1.165,-0.989104875535449
2.4,0.06,1.1652,-0.990446223274457
2.4,0.06,1.1654,-0.991790508503676
2.4,0.06,1.1656,-0.993137740750891
2.4,0.06,1.1658,-0.994487929585328
2.4,0.06,1.166,-0.99584108461794
2.4,0.06,1.1662,-0.997197215501604
2.4,0.06,1.1664,-0.998556331931325
2.4,0.06,1.1666,-0.999918443644511
2.4,0.06,1.1668,-1.0012835604212
2.4,0.06,1.167,-1.00265169208424
2.4,0.06,1.1672,-1.00402284849962
2.4,0.06,1.1674,-1.00539703957661
2.4,0.06,1.1676,-1.00677427526805
2.4,0.06,1.1678,-1.00815456557059
2.4,0.06,1.168,-1.00953792052494
2.4,0.06,1.1682,-1.01092435021603
2.4,0.06,1.1684,-1.01231386477341
2.4,0.06,1.1686,-1.01370647437136
2.4,0.06,1.1688,-1.01510218922916
2.4,0.06,1.169,-1.01650101961142
2.4,0.06,1.1692,-1.01790297582826
2.4,0.06,1.1694,-1.01930806823557
2.4,0.06,1.1696,-1.02071630723525
2.4,0.06,1.1698,-1.02212770327556
2.4,0.06,1.17,-1.02354226685124
2.4,0.06,1.1702,-1.02496000850389
2.4,0.06,1.1704,-1.02638093882213
2.4,0.06,1.1706,-1.02780506844198
2.4,0.06,1.1708,-1.029232408047
2.4,0.06,1.171,-1.03066296836863
2.4,0.06,1.1712,-1.03209676018647
2.4,0.06,1.1714,-1.03353379432851
2.4,0.06,1.1716,-1.03497408167141
2.4,0.06,1.1718,-1.0364176331408
2.4,0.06,1.172,-1.03786445971151
2.4,0.06,1.1722,-1.03931457240791
2.4,0.06,1.1724,-1.04076798230413
2.4,0.06,1.1726,-1.0422247005244
2.4,0.06,1.1728,-1.04368473824325
2.4,0.06,1.173,-1.04514810668589
2.4,0.06,1.1732,-1.04661481712843
2.4,0.06,1.1734,-1.04808488089822
2.4,0.06,1.1736,-1.04955830937409
2.4,0.06,1.1738,-1.05103511398667
2.4,0.06,1.174,-1.05251530621869
2.4,0.06,1.1742,-1.05399889760529
2.4,0.06,1.1744,-1.05548589973426
2.4,0.06,1.1746,-1.05697632424641
2.4,0.06,1.1748,-1.05847018283585
2.4,0.06,1.175,-1.05996748725027
2.4,0.06,1.1752,-1.06146824929128
2.4,0.06,1.1754,-1.06297248081472
2.4,0.06,1.1756,-1.06448019373094
2.4,0.06,1.1758,-1.06599140000512
2.4,0.06,1.176,-1.06750611165767
2.4,0.06,1.1762,-1.06902434076441
2.4,0.06,1.1764,-1.07054609945699
2.4,0.06,1.1766,-1.07207139992317
2.4,0.06,1.1768,-1.07360025440718
2.4,0.06,1.177,-1.07513267521
2.4,0.06,1.1772,-1.07666867468973
2.4,0.06,1.1774,-1.07820826526191
2.4,0.06,1.1776,-1.07975145939985
2.4,0.06,1.1778,-1.08129826963495
2.4,0.06,1.178,-1.08284870855709
2.4,0.06,1.1782,-1.0844027888149
2.4,0.06,1.1784,-1.08596052311618
2.4,0.06,1.1786,-1.08752192422819
2.4,0.06,1.1788,-1.089087004978
2.4,0.06,1.179,-1.09065577825289
2.4,0.06,1.1792,-1.09222825700066
2.4,0.06,1.1794,-1.09380445422999
2.4,0.06,1.1796,-1.09538438301081
2.4,0.06,1.1798,-1.09696805647465
2.4,0.06,1.18,-1.09855548781503
2.4,0.06,1.1802,-1.10014669028778
2.4,0.06,1.1804,-1.10174167721144
2.4,0.06,1.1806,-1.10334046196766
2.4,0.06,1.1808,-1.10494305800149
2.4,0.06,1.181,-1.10654947882183
2.4,0.06,1.1812,-1.10815973800181
2.4,0.06,1.1814,-1.10977384917911
2.4,0.06,1.1816,-1.11139182605639
2.4,0.06,1.1818,-1.11301368240168
2.4,0.06,1.182,-1.11463943204876
2.4,0.06,1.1822,-1.11626908889755
2.4,0.06,1.1824,-1.11790266691449
2.4,0.06,1.1826,-1.119540180133
2.4,0.06,1.1828,-1.1211816426538
2.4,0.06,1.183,-1.12282706864538
2.4,0.06,1.1832,-1.12447647234434
2.4,0.06,1.1834,-1.12612986805589
2.4,0.06,1.1836,-1.12778727015418
2.4,0.06,1.1838,-1.12944869308277
2.4,0.06,1.184,-1.131114151355
2.4,0.06,1.1842,-1.13278365955449
2.4,0.06,1.1844,-1.13445723233546
2.4,0.06,1.1846,-1.13613488442326
2.4,0.06,1.1848,-1.13781663061472
2.4,0.06,1.185,-1.13950248577864
2.4,0.06,1.1852,-1.14119246485621
2.4,0.06,1.1854,-1.14288658286144
2.4,0.06,1.1856,-1.14458485488161
2.4,0.06,1.1858,-1.14628729607772
2.4,0.06,1.186,-1.14799392168497
2.4,0.06,1.1862,-1.14970474701315
2.4,0.06,1.1864,-1.15141978744712
2.4,0.06,1.1866,-1.15313905844732
2.4,0.06,1.1868,-1.15486257555018
2.4,0.06,1.187,-1.15659035436861
2.4,0.06,1.1872,-1.15832241059245
2.4,0.06,1.1874,-1.16005875998895
2.4,0.06,1.1876,-1.16179941840329
2.4,0.06,1.1878,-1.163544401759
2.4,0.06,1.188,-1.16529372605848
2.4,0.06,1.1882,-1.16704740738348
2.4,0.06,1.1884,-1.16880546189558
2.4,0.06,1.1886,-1.17056790583674
2.4,0.06,1.1888,-1.1723347555297
2.4,0.06,1.189,-1.17410602737856
2.4,0.06,1.1892,-1.17588173786929
2.4,0.06,1.1894,-1.17766190357021
2.4,0.06,1.1896,-1.17944654113248
2.4,0.06,1.1898,-1.18123566729067
2.4,0.06,1.19,-1.18302929886329
2.4,0.06,1.1902,-1.18482745275323
2.4,0.06,1.1904,-1.18663014594841
2.4,0.06,1.1906,-1.1884373955222
2.4,0.06,1.1908,-1.19024921863402
2.4,0.06,1.191,-1.19206563252991
2.4,0.06,1.1912,-1.19388665454299
2.4,0.06,1.1914,-1.19571230209408
2.4,0.06,1.1916,-1.19754259269223
2.4,0.06,1.1918,-1.19937754393528
2.4,0.06,1.192,-1.20121717351041
2.4,0.06,1.1922,-1.20306149919474
2.4,0.06,1.1924,-1.20491053885584
2.4,0.06,1.1926,-1.20676431045242
2.4,0.06,1.1928,-1.20862283203477
2.4,0.06,1.193,-1.21048612174545
2.4,0.06,1.1932,-1.21235419781979
2.4,0.06,1.1934,-1.2142270785866
2.4,0.06,1.1936,-1.21610478246866
2.4,0.06,1.1938,-1.21798732798335
2.4,0.06,1.194,-1.21987473374331
2.4,0.06,1.1942,-1.22176701845697
2.4,0.06,1.1944,-1.22366420092925
2.4,0.06,1.1946,-1.22556630006211
2.4,0.06,1.1948,-1.2274733348552
2.4,0.06,1.195,-1.22938532440652
2.4,0.06,1.1952,-1.23130228791301
2.4,0.06,1.1954,-1.23322424467122
2.4,0.06,1.1956,-1.23515121407794
2.4,0.06,1.1958,-1.23708321563088
2.4,0.06,1.196,-1.23902026892928
2.4,0.06,1.1962,-1.24096239367459
2.4,0.06,1.1964,-1.24290960967115
2.4,0.06,1.1966,-1.24486193682684
2.4,0.06,1.1968,-1.24681939515378
2.4,0.06,1.197,-1.24878200476897
2.4,0.06,1.1972,-1.25074978589505
2.4,0.06,1.1974,-1.25272275886089
2.4,0.06,1.1976,-1.25470094410238
2.4,0.06,1.1978,-1.25668436216308
2.4,0.06,1.198,-1.25867303369494
2.4,0.06,1.1982,-1.26066697945903
2.4,0.06,1.1984,-1.26266622032624
2.4,0.06,1.1986,-1.26467077727802
2.4,0.06,1.1988,-1.26668067140708
2.4,0.06,1.199,-1.26869592391818
2.4,0.06,1.1992,-1.27071655612882
2.4,0.06,1.1994,-1.27274258947001
2.4,0.06,1.1996,-1.27477404548705
2.4,0.06,1.1998,-1.27681094584023
2.4,0.06,1.2,-1.27885331230566
2.4,0.06,1.2002,-1.280901166776
2.4,0.06,1.2004,-1.28295453126125
2.4,0.06,1.2006,-1.28501342788955
2.4,0.06,1.2008,-1.28707787890793
2.4,0.06,1.201,-1.28914790668317
2.4,0.06,1.2012,-1.29122353370255
2.4,0.06,1.2014,-1.29330478257467
2.4,0.06,1.2016,-1.2953916760303
2.4,0.06,1.2018,-1.29748423692316
2.4,0.06,1.202,-1.29958248823075
2.4,0.06,1.2022,-1.30168645305525
2.4,0.06,1.2024,-1.3037961546243
2.4,0.06,1.2026,-1.30591161629184
2.4,0.06,1.2028,-1.30803286153904
2.4,0.06,1.203,-1.31015991397507
2.4,0.06,1.2032,-1.31229279733806
2.4,0.06,1.2034,-1.31443153549592
2.4,0.06,1.2036,-1.31657615244724
2.4,0.06,1.2038,-1.31872667232219
2.4,0.06,1.204,-1.32088311938341
2.4,0.06,1.2042,-1.32304551802691
2.4,0.06,1.2044,-1.32521389278302
2.4,0.06,1.2046,-1.32738826831726
2.4,0.06,1.2048,-1.3295686694313
2.4,0.06,1.205,-1.33175512106392
2.4,0.06,1.2052,-1.33394764829187
2.4,0.06,1.2054,-1.33614627633093
2.4,0.06,1.2056,-1.3383510305368
2.4,0.06,1.2058,-1.34056193640608
2.4,0.06,1.206,-1.34277901957725
2.4,0.06,1.2062,-1.34500230583167
2.4,0.06,1.2064,-1.34723182109455
2.4,0.06,1.2066,-1.34946759143596
2.4,0.06,1.2068,-1.35170964307183
2.4,0.06,1.207,-1.35395800236499
2.4,0.06,1.2072,-1.35621269582615
2.4,0.06,1.2074,-1.358473750115
2.4,0.06,1.2076,-1.36074119204118
2.4,0.06,1.2078,-1.36301504856539
2.4,0.06,1.208,-1.36529534680041
2.4,0.06,1.2082,-1.36758211401221
2.4,0.06,1.2084,-1.36987537762096
2.4,0.06,1.2086,-1.37217516520222
2.4,0.06,1.2088,-1.37448150448791
2.4,0.06,1.209,-1.37679442336754
2.4,0.06,1.2092,-1.37911394988922
2.4,0.06,1.2094,-1.38144011226086
2.4,0.06,1.2096,-1.38377293885124
2.4,0.06,1.2098,-1.38611245819122
2.4,0.06,1.21,-1.38845869897484
2.4,0.06,1.2102,-1.39081169006048
2.4,0.06,1.2104,-1.39317146047212
2.4,0.06,1.2106,-1.39553803940035
2.4,0.06,1.2108,-1.39791145620376
2.4,0.06,1.211,-1.40029174041001
2.4,0.06,1.2112,-1.40267892171707
2.4,0.06,1.2114,-1.40507302999446
2.4,0.06,1.2116,-1.4074740952845
2.4,0.06,1.2118,-1.4098821478035
2.4,0.06,1.212,-1.41229721794308
2.4,0.06,1.2122,-1.41471933627134
2.4,0.06,1.2124,-1.41714853353427
2.4,0.06,1.2126,-1.41958484065691
2.4,0.06,1.2128,-1.42202828874474
2.4,0.06,1.213,-1.42447890908491
2.4,0.06,1.2132,-1.42693673314764
2.4,0.06,1.2134,-1.42940179258749
2.4,0.06,1.2136,-1.43187411924475
2.4,0.06,1.2138,-1.43435374514674
2.4,0.06,1.214,-1.43684070250925
2.4,0.06,1.2142,-1.43933502373784
2.4,0.06,1.2144,-1.44183674142929
2.4,0.06,1.2146,-1.44434588837299
2.4,0.06,1.2148,-1.44686249755233
2.4,0.06,1.215,-1.44938660214617
2.4,0.06,1.2152,-1.45191823553022
2.4,0.06,1.2154,-1.45445743127855
2.4,0.06,1.2156,-1.45700422316506
2.4,0.06,1.2158,-1.45955864516488
2.4,0.06,1.216,-1.46212073145596
2.4,0.06,1.2162,-1.46469051642049
2.4,0.06,1.2164,-1.4672680346465
2.4,0.06,1.2166,-1.4698533209293
2.4,0.06,1.2168,-1.4724464102731
2.4,0.06,1.217,-1.47504733789254
2.4,0.06,1.2172,-1.47765613921427
2.4,0.06,1.2174,-1.4802728498785
2.4,0.06,1.2176,-1.48289750574067
2.4,0.06,1.2178,-1.48553014287297
